id,text,rating,source,category
939,Please add checkout to improve recently.,1,mobile,feature
940,The new layout is confusing and I can't sorting.,5,web,ux
941,"The two-factor auth button doesn't work, it just every time.",2,email,bug
942,"The font size is too small on dark mode pages. Also, Loving the app, dark mode works great!",5,mobile,ux
943,Excellent support when I sharing.,5,mobile,praise
944,Need support for profile update integrations.,3,web,feature
945,"Not sure how to use the app for sync. Also, Need support for logging in integrations.",5,email,other
946,The font size is too small on signup pages.,5,mobile,ux
947,The font size is too small on filters pages.,2,chat,ux
948,Not sure how to use the app for uploading photos.,2,mobile,other
949,The new layout is confusing and I can't signup.,4,web,ux
950,"Loving the app, logging in works great! Also, I have a general question about filters.",5,email,praise
951,Need support for sorting integrations.,5,web,feature
952,App crashes when I try to sorting.,5,web,bug
953,"Loving the app, uploading photos works great!",5,chat,praise
954,"Need support for sharing integrations. Also, Navigation is hard; I expected search to be easier.",3,email,feature
955,Excellent support when I profile update.,3,email,praise
956,"App crashes when I try to uploading photos. Also, Need support for uploading photos integrations.",3,chat,bug
957,"The font size is too small on payments pages. Also, The font size is too small on sharing pages.",5,web,ux
958,I was charged twice when I search.,4,web,pricing
959,The new layout is confusing and I can't sorting.,2,chat,ux
960,"The filters button doesn't work, it just sometimes. Also, Need support for uploading photos integrations.",3,mobile,bug
961,"Pricing is too high for sorting feature. Also, Excellent support when I sync.",4,email,pricing
962,Navigation is hard; I expected logging in to be easier.,5,mobile,ux
963,Subscription plans are confusing; I want notifications option.,4,email,pricing
964,"I have a general question about uploading photos. Also, Pricing is too high for filters feature.",3,mobile,other
965,I have a general question about notifications.,4,chat,other
966,"Please add uploading photos to improve quickly. Also, Excellent support when I signup.",3,chat,feature
967,"I was charged twice when I dark mode. Also, Navigation is hard; I expected notifications to be easier.",1,email,pricing
968,"The font size is too small on signup pages. Also, The font size is too small on payments pages.",4,email,ux
969,"I keep getting an error on uploading photos screen. Also, The new layout is confusing and I can't checkout.",4,mobile,bug
970,"App crashes when I try to sharing. Also, Navigation is hard; I expected profile update to be easier.",3,web,bug
971,I keep getting an error on profile update screen.,2,email,bug
972,I was charged twice when I sorting.,4,mobile,pricing
973,I was charged twice when I logging in.,2,chat,pricing
974,I was charged twice when I sync.,4,mobile,pricing
975,Excellent support when I logging in.,5,email,praise
976,"The payments button doesn't work, it just recently.",5,mobile,bug
977,Not sure how to use the app for integration with serviceX.,5,chat,other
978,"Loving the app, signup works great! Also, I was charged twice when I filters.",4,mobile,praise
979,I have a general question about payments.,2,email,other
980,Navigation is hard; I expected payments to be easier.,3,chat,ux
981,App crashes when I try to search.,1,mobile,bug
982,The font size is too small on profile update pages.,5,mobile,ux
983,Need support for sharing integrations.,2,web,feature
984,"Not sure how to use the app for payments. Also, Navigation is hard; I expected search to be easier.",3,web,other
985,"No comment, just checking in. Also, Subscription plans are confusing; I want signup option.",3,mobile,other
986,Need support for logging in integrations.,3,chat,feature
987,"No comment, just checking in.",5,mobile,other
988,Navigation is hard; I expected profile update to be easier.,3,chat,ux
989,"I was charged twice when I checkout. Also, No comment, just checking in.",5,mobile,pricing
990,"Great experience with sync — thank you! Also, Subscription plans are confusing; I want checkout option.",5,email,praise
991,"Subscription plans are confusing; I want two-factor auth option. Also, The notifications button doesn't work, it just quickly.",1,chat,pricing
992,App crashes when I try to integration with serviceX.,3,mobile,bug
993,I'd love a feature that can sync.,4,email,feature
994,Great experience with filters — thank you!,5,mobile,praise
995,"The filters button doesn't work, it just every time.",3,email,bug
996,Navigation is hard; I expected checkout to be easier.,3,email,ux
997,"I'd love a feature that can profile update. Also, The font size is too small on integration with serviceX pages.",1,email,feature
998,Subscription plans are confusing; I want payments option.,4,email,pricing
999,Not sure how to use the app for logging in.,4,email,other
1000,"I keep getting an error on integration with serviceX screen. Also, Loving the app, notifications works great!",5,web,bug
